"id";"questiontype";"label";"values";"condition";"required";"restricted_to";"deleted_at";"created_at";"updated_at";"id";"element_question_id";"locale";"question";"answers";"deleted_at";"created_at";"updated_at"
"60";"TextString";"hq05";"null";NULL;"0";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"120";"60";"en";"If yes, which hearing aids do you wear?";"[]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"61";"SingleChoice";"hq06";"[""REGULARLY"",""SOMETIMES"",""RARELY""]";NULL;"0";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"121";"61";"de";"Wenn ja, wie häufig tragen sie ihr Hörgerät?";"[""Regelm\u00e4ssig"",""Manchmal"",""Selten""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"61";"SingleChoice";"hq06";"[""REGULARLY"",""SOMETIMES"",""RARELY""]";NULL;"0";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"122";"61";"en";"If yes, how often do you wear your hearing aids?";"[""Regularly"",""Sometimes"",""Rarely""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"62";"MultipleChoice";"let01";"[""NONE"",""NEWJOB"",""COMPANYSTARTUP"",""PROFESSIONALSUCCESS"",""CHANGEAREAOFRESPONSIBILITY"",""CHANGEWORKINGCONDITIONS"",""RETIREMENT"",""TROUBLESWITHSUPERVISOR"",""JOBLOSS""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"123";"62";"de";"Veränderungen der beruflichen Situation";"[""Keine Ver\u00e4nderung in den letzten 4 Wochen"",""Beginn eines neuen Jobs oder Berufswechsel"",""Start eines eigenen Unternehmens"",""gro\u00dfer beruflicher Erfolg"",""deutliche Ver\u00e4nderung des beruflichen Verantwortungsbereichs"",""deutliche Ver\u00e4nderung der Arbeitszeiten oder -bedingungen"",""Pensionierung"",""\u00c4rger mit dem Vorgesetzten"",""Verlust des Arbeitsplatzes oder Ende der unternehmerischen T\u00e4tigkeit""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"62";"MultipleChoice";"let01";"[""NONE"",""NEWJOB"",""COMPANYSTARTUP"",""PROFESSIONALSUCCESS"",""CHANGEAREAOFRESPONSIBILITY"",""CHANGEWORKINGCONDITIONS"",""RETIREMENT"",""TROUBLESWITHSUPERVISOR"",""JOBLOSS""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"124";"62";"en";"Veränderungen der beruflichen Situation";"[""Keine Ver\u00e4nderung in den letzten 4 Wochen"",""Beginn eines neuen Jobs oder Berufswechsel"",""Start eines eigenen Unternehmens"",""gro\u00dfer beruflicher Erfolg"",""deutliche Ver\u00e4nderung des beruflichen Verantwortungsbereichs"",""deutliche Ver\u00e4nderung der Arbeitszeiten oder -bedingungen"",""Pensionierung"",""\u00c4rger mit dem Vorgesetzten"",""Verlust des Arbeitsplatzes oder Ende der unternehmerischen T\u00e4tigkeit""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"63";"MultipleChoice";"let02";"[""NONE"",""BEGINNSCHOOL"",""CHANGESCHOOL"",""PERFORMANCETEST"",""FINISHSCHOOL"",""DROPOUTSCHOOL""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"125";"63";"de";"Veränderungen in Schule, Ausbildung, Studium";"[""Keine Ver\u00e4nderung in den letzten 4 Wochen"",""Beginn der Schule, Ausbildung oder Studium"",""Wechel der Schule, Ausbildung oder Studium"",""wichtiger Leistungstest"",""Abschluss von Schule, Ausbildung oder Studium"",""Abbruch von Schule, Ausbildung oder Studium""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"63";"MultipleChoice";"let02";"[""NONE"",""BEGINNSCHOOL"",""CHANGESCHOOL"",""PERFORMANCETEST"",""FINISHSCHOOL"",""DROPOUTSCHOOL""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"126";"63";"en";"Veränderungen in Schule, Ausbildung, Studium";"[""Keine Ver\u00e4nderung in den letzten 4 Wochen"",""Beginn der Schule, Ausbildung oder Studium"",""Wechel der Schule, Ausbildung oder Studium"",""wichtiger Leistungstest"",""Abschluss von Schule, Ausbildung oder Studium"",""Abbruch von Schule, Ausbildung oder Studium""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"64";"MultipleChoice";"let03";"[""NONE"",""MOVE"",""SOCIAL"",""RELIGION"",""SLEEP"",""LEISURE"",""NUTRITION"",""LIVINGSTANDARD"",""IMPRISONMENT""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"127";"64";"de";"Veränderungen der persönlichen Lebenssituation";"[""Keine Ver\u00e4nderung in den letzten 4 Wochen"",""Umzug"",""deutliche \u00c4nderung der gesellschaftlichen Gewohnheiten"",""deutliche \u00c4nderung der religi\u00f6sen Gewohnheiten"",""deutliche \u00c4nderung der Schlafgewohnheiten"",""deutliche \u00c4nderung der Freizeitgestaltung"",""deutliche \u00c4nderung der Ern\u00e4hrungsgewohnheiten"",""deutliche \u00c4nderung des Lebensstandards"",""Haftstrafe""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"64";"MultipleChoice";"let03";"[""NONE"",""MOVE"",""SOCIAL"",""RELIGION"",""SLEEP"",""LEISURE"",""NUTRITION"",""LIVINGSTANDARD"",""IMPRISONMENT""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"128";"64";"en";"Veränderungen der persönlichen Lebenssituation";"[""Keine Ver\u00e4nderung in den letzten 4 Wochen"",""Umzug"",""deutliche \u00c4nderung der gesellschaftlichen Gewohnheiten"",""deutliche \u00c4nderung der religi\u00f6sen Gewohnheiten"",""deutliche \u00c4nderung der Schlafgewohnheiten"",""deutliche \u00c4nderung der Freizeitgestaltung"",""deutliche \u00c4nderung der Ern\u00e4hrungsgewohnheiten"",""deutliche \u00c4nderung des Lebensstandards"",""Haftstrafe""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"65";"MultipleChoice";"let04";"[""NONE"",""ACCIDENT"",""ILLNESS"",""SEXUALDIFFICULTIES"",""NATURALDISASTER"",""FIREEXPLOSION"",""VIOLCENCE"",""BURGLARY"",""SEXUALASSAULT"",""WAR"",""DEATHFRIENDFAMILY"",""DEATHCOMPANION""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"129";"65";"de";"Bedrohungen für Leib und Leben";"[""Keine Ver\u00e4nderung in den letzten 4 Wochen"",""schwerer Unfall oder Verletzung"",""schwere Krankheit"",""sexuelle Schwierigkeiten"",""Naturkatastrophe (z.B. \u00dcberschwemmung, Sturm, Erdbeben)"",""Feuer oder Explosion"",""Opfer einer Gewalttat"",""Einbruch"",""sexueller \u00dcbergriff"",""Kampf- oder Kriegshandlungen"",""Tod eines nahen Freundes oder Familienangeh\u00f6rigen"",""Tod des Lebenspartners""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"65";"MultipleChoice";"let04";"[""NONE"",""ACCIDENT"",""ILLNESS"",""SEXUALDIFFICULTIES"",""NATURALDISASTER"",""FIREEXPLOSION"",""VIOLCENCE"",""BURGLARY"",""SEXUALASSAULT"",""WAR"",""DEATHFRIENDFAMILY"",""DEATHCOMPANION""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"130";"65";"en";"Bedrohungen für Leib und Leben";"[""Keine Ver\u00e4nderung in den letzten 4 Wochen"",""schwerer Unfall oder Verletzung"",""schwere Krankheit"",""sexuelle Schwierigkeiten"",""Naturkatastrophe (z.B. \u00dcberschwemmung, Sturm, Erdbeben)"",""Feuer oder Explosion"",""Opfer einer Gewalttat"",""Einbruch"",""sexueller \u00dcbergriff"",""Kampf- oder Kriegshandlungen"",""Tod eines nahen Freundes oder Familienangeh\u00f6rigen"",""Tod des Lebenspartners""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"66";"MultipleChoice";"let05";"[""NONE"",""CHANGEINCOME"",""RAISECREDIT"",""ENDCREDIT"",""BIGPURCHASE"",""BIGSALE"",""CRIME""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"131";"66";"de";"Veränderung der finanziellen Situation";"[""Keine Ver\u00e4nderung in den letzten 4 Wochen"",""erhebliche Einkommensver\u00e4nderung"",""Aufnahme eines gro\u00dfen Kredits"",""Ende eines Kredits"",""Kauf eines Hauses oder andere gro\u00dfe Anschaffung"",""Verkauf eines Hauses oder anderer gro\u00dfer Verkauf"",""Opfer eines Verbrechens (Betrug, Einbruch, Diebstahl)""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"66";"MultipleChoice";"let05";"[""NONE"",""CHANGEINCOME"",""RAISECREDIT"",""ENDCREDIT"",""BIGPURCHASE"",""BIGSALE"",""CRIME""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"132";"66";"en";"Veränderung der finanziellen Situation";"[""Keine Ver\u00e4nderung in den letzten 4 Wochen"",""erhebliche Einkommensver\u00e4nderung"",""Aufnahme eines gro\u00dfen Kredits"",""Ende eines Kredits"",""Kauf eines Hauses oder andere gro\u00dfe Anschaffung"",""Verkauf eines Hauses oder anderer gro\u00dfer Verkauf"",""Opfer eines Verbrechens (Betrug, Einbruch, Diebstahl)""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"67";"MultipleChoice";"let06";"[""NONE"",""MARRIAGE"",""ADDITIONTOFAMILY"",""STARTSCHOOLCHILD"",""CHILDLEAVINGHOME"",""CHANGEHEALTHFAMILY"",""SEPARATION"",""TROUBLERELATIVES"",""CHANGEJOBCOMPANION"",""CHANGEFREQUENCYFAMILYCONTACTS"",""INCREASECONFLICTSFAMILY"",""RECONCILIATIONCOMPANIONFAMILY""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"133";"67";"de";"Veränderungen der familiären Situation oder Lebenspartnerschaft";"[""Keine Ver\u00e4nderung in den letzten 4 Wochen"",""Heirat"",""Familienzuwachs, Schwangerschaft"",""Schulbeginn des Kindes"",""Kinder verlassen das Elternhaus"",""deutliche \u00c4nderung des Gesundheitszustandes eines Familienangh\u00f6rigen"",""Scheidung oder Trennung"",""\u00c4rger mit der Verwandtschaft"",""Anfang oder Ende der Berufst\u00e4tigkeit des Lebenspartners"",""deutliche \u00c4nderung der H\u00e4ufigkeit famili\u00e4rer Kontakte"",""deutliche Zunahme der Auseinandersetzungen mit Familienangeh\u00f6rigen"",""Auss\u00f6hnung mit Lebensparter oder Familienangeh\u00f6rigen""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"67";"MultipleChoice";"let06";"[""NONE"",""MARRIAGE"",""ADDITIONTOFAMILY"",""STARTSCHOOLCHILD"",""CHILDLEAVINGHOME"",""CHANGEHEALTHFAMILY"",""SEPARATION"",""TROUBLERELATIVES"",""CHANGEJOBCOMPANION"",""CHANGEFREQUENCYFAMILYCONTACTS"",""INCREASECONFLICTSFAMILY"",""RECONCILIATIONCOMPANIONFAMILY""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"134";"67";"en";"Veränderungen der familiären Situation oder Lebenspartnerschaft";"[""Keine Ver\u00e4nderung in den letzten 4 Wochen"",""Heirat"",""Familienzuwachs, Schwangerschaft"",""Schulbeginn des Kindes"",""Kinder verlassen das Elternhaus"",""deutliche \u00c4nderung des Gesundheitszustandes eines Familienangh\u00f6rigen"",""Scheidung oder Trennung"",""\u00c4rger mit der Verwandtschaft"",""Anfang oder Ende der Berufst\u00e4tigkeit des Lebenspartners"",""deutliche \u00c4nderung der H\u00e4ufigkeit famili\u00e4rer Kontakte"",""deutliche Zunahme der Auseinandersetzungen mit Familienangeh\u00f6rigen"",""Auss\u00f6hnung mit Lebensparter oder Familienangeh\u00f6rigen""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"68";"MultipleChoice";"tt01a";"[""NONE"",""HEARINGDEVICE"",""COCHLEAIMPLANT"",""MASKER"",""COMBINATION"",""OTHER""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"135";"68";"de";"Haben Sie in den letzten 4 Wochen am oder im Ohr ein Gerät getragen, das ihr Hören oder ihren Tinnitus verbessern soll?";"[""Ich habe keines dieser Ger\u00e4te verwendet"",""H\u00f6rger\u00e4t"",""Cochlea-Implantat"",""Rauschger\u00e4t (auch Masker oder Noiser genannt)"",""Kombinationsger\u00e4t (H\u00f6rger\u00e4t und Rauschger\u00e4t im selben Ger\u00e4t)"",""Anderes Ger\u00e4t zur H\u00f6rverst\u00e4rkung - bitte unten eintragen""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"68";"MultipleChoice";"tt01a";"[""NONE"",""HEARINGDEVICE"",""COCHLEAIMPLANT"",""MASKER"",""COMBINATION"",""OTHER""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"136";"68";"en";"Haben Sie in den letzten 4 Wochen am oder im Ohr ein Gerät getragen, das ihr Hören oder ihren Tinnitus verbessern soll?";"[""Ich habe keines dieser Ger\u00e4te verwendet"",""H\u00f6rger\u00e4t"",""Cochlea-Implantat"",""Rauschger\u00e4t (auch Masker oder Noiser genannt)"",""Kombinationsger\u00e4t (H\u00f6rger\u00e4t und Rauschger\u00e4t im selben Ger\u00e4t)"",""Anderes Ger\u00e4t zur H\u00f6rverst\u00e4rkung - bitte unten eintragen""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"69";"TextString";"tt01b";"null";NULL;"0";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"137";"69";"de";"Falls anderes Gerät zur Hörverstärkung, bitte eintragen:";"[]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"69";"TextString";"tt01b";"null";NULL;"0";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"138";"69";"en";"Falls anderes Gerät zur Hörverstärkung, bitte eintragen:";"[]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"70";"MultipleChoice";"tt02a";"[""NONE"",""FILTEREDMUSIC"",""MUSIC"",""NOISE"",""AMPLITUDEMODULATED"",""OTHER""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"139";"70";"de";"Haben Sie in den letzten 4 Wochen eine Therapie mit auditorischen Stimulationen durchgeführt? Auditorische Stimulationen sind eine Therapieform bei der Sie sich Töne anhören, die ihren Tinnitus oder den Umgang mit Tinnitus verbessern sollen.";"[""Ich habe keine auditorischen Stimulationen durchgef\u00fchrt"",""Gefilterte Musik"",""Normale Musik zum Einschlafen nachts"",""Rauschen um den Tinnitus zu \u00fcbert\u00f6nen"",""Amplitudenmodulierte T\u00f6ne"",""Andere auditorische Stimulation - bitte unten eintragen""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"70";"MultipleChoice";"tt02a";"[""NONE"",""FILTEREDMUSIC"",""MUSIC"",""NOISE"",""AMPLITUDEMODULATED"",""OTHER""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"140";"70";"en";"Haben Sie in den letzten 4 Wochen eine Therapie mit auditorischen Stimulationen durchgeführt? Auditorische Stimulationen sind eine Therapieform bei der Sie sich Töne anhören, die ihren Tinnitus oder den Umgang mit Tinnitus verbessern sollen.";"[""Ich habe keine auditorischen Stimulationen durchgef\u00fchrt"",""Gefilterte Musik"",""Normale Musik zum Einschlafen nachts"",""Rauschen um den Tinnitus zu \u00fcbert\u00f6nen"",""Amplitudenmodulierte T\u00f6ne"",""Andere auditorische Stimulation - bitte unten eintragen""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"71";"TextString";"tt02b";"null";NULL;"0";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"141";"71";"de";"Falls andere auditorische Stimulation, bitte eintragen:";"[]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"71";"TextString";"tt02b";"null";NULL;"0";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"142";"71";"en";"Falls andere auditorische Stimulation, bitte eintragen:";"[]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"72";"MultipleChoice";"tt03a";"[""NO"",""PSYCHOTHERAPY"",""CHIROPRACTOR"",""DENTIST"",""PSYCHOLOGIST"",""NATUROPATH"",""ENTPHYSICIAN"",""AUDIOLOGIST"",""OTHER""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"143";"72";"de";"Haben Sie sich in den letzten 4 Wochen von einem Arzt oder Therapeuten behandeln oder beraten lassen?";"[""Nein, ich war nicht in Behandlung oder Beratung"",""Physiotherapie"",""Chiropraktiker"",""Zahnarzt \/ Kieferchirurg"",""Psychologe oder Psychiater"",""Heilpraktiker"",""HNO-Arzt"",""Audiologe"",""Anderer Arzt oder Therapeut - bitte unten eintragen""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"72";"MultipleChoice";"tt03a";"[""NO"",""PSYCHOTHERAPY"",""CHIROPRACTOR"",""DENTIST"",""PSYCHOLOGIST"",""NATUROPATH"",""ENTPHYSICIAN"",""AUDIOLOGIST"",""OTHER""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"144";"72";"en";"Haben Sie sich in den letzten 4 Wochen von einem Arzt oder Therapeuten behandeln oder beraten lassen?";"[""Nein, ich war nicht in Behandlung oder Beratung"",""Physiotherapie"",""Chiropraktiker"",""Zahnarzt \/ Kieferchirurg"",""Psychologe oder Psychiater"",""Heilpraktiker"",""HNO-Arzt"",""Audiologe"",""Anderer Arzt oder Therapeut - bitte unten eintragen""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"73";"TextString";"tt03b";"null";NULL;"0";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"145";"73";"de";"Falls anderer Arzt oder Therapeut, bitte eintragen:";"[]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"73";"TextString";"tt03b";"null";NULL;"0";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"146";"73";"en";"Falls anderer Arzt oder Therapeut, bitte eintragen:";"[]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"74";"MultipleChoice";"tt04a";"[""NO"",""ASPIRIN"",""PAINKILLERS"",""ORALSTEROIDS"",""ANTIBIOTICS"",""ANTIDEPRESSANTS"",""QUININE"",""DIURETICS"",""OTHER""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"147";"74";"de";"Haben Sie in den letzten 4 Wochen Medikamente genommen?";"[""Nein, ich habe keine Medikamente genommen"",""Aspirin"",""Schmerzmittel - bitte unten eintragen"",""Orale Steroide - bitte unten eintragen"",""Antibiotika - bitte unten eintragen"",""Antidepressiva - bitte unten eintragen"",""Quinine (z.B. wegen Muskelkr\u00e4mpfen, Malaria)"",""Wassertabletten (Diuretika) - bitte unten eintragen"",""Andere Medikamente - bitte unten eintragen""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"74";"MultipleChoice";"tt04a";"[""NO"",""ASPIRIN"",""PAINKILLERS"",""ORALSTEROIDS"",""ANTIBIOTICS"",""ANTIDEPRESSANTS"",""QUININE"",""DIURETICS"",""OTHER""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"148";"74";"en";"Haben Sie in den letzten 4 Wochen Medikamente genommen?";"[""Nein, ich habe keine Medikamente genommen"",""Aspirin"",""Schmerzmittel - bitte unten eintragen"",""Orale Steroide - bitte unten eintragen"",""Antibiotika - bitte unten eintragen"",""Antidepressiva - bitte unten eintragen"",""Quinine (z.B. wegen Muskelkr\u00e4mpfen, Malaria)"",""Wassertabletten (Diuretika) - bitte unten eintragen"",""Andere Medikamente - bitte unten eintragen""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"75";"TextString";"tt04b";"null";NULL;"0";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"149";"75";"de";"Bitte ggf. Medikamente eintragen:";"[]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"75";"TextString";"tt04b";"null";NULL;"0";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"150";"75";"en";"Bitte ggf. Medikamente eintragen:";"[]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"76";"MultipleChoice";"tt05a";"[""NO"",""PHYSICALEXERCISES"",""RELAXATIONEXERCISES"",""OWNTRAINING"",""DIET"",""SELFHELPGROUP"",""OTHER""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"151";"76";"de";"Haben Sie in den letzten 4 Wochen eigene Maßnahmen unternommen um den Tinnitus zu reduzieren?";"[""Nein, ich habe keine eigenen Ma\u00dfnahmen unternommen"",""K\u00f6rper\u00fcbungen (z.B. Yoga, Dehn\u00fcbungen)"",""Entspannungs\u00fcbungen"",""eigene Weiterbildung zum Thema Tinnitus"",""Di\u00e4t"",""Selbsthilfegruppe"",""Sonstige Ma\u00dfnamen - bitte unten eintragen""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"76";"MultipleChoice";"tt05a";"[""NO"",""PHYSICALEXERCISES"",""RELAXATIONEXERCISES"",""OWNTRAINING"",""DIET"",""SELFHELPGROUP"",""OTHER""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"152";"76";"en";"Haben Sie in den letzten 4 Wochen eigene Maßnahmen unternommen um den Tinnitus zu reduzieren?";"[""Nein, ich habe keine eigenen Ma\u00dfnahmen unternommen"",""K\u00f6rper\u00fcbungen (z.B. Yoga, Dehn\u00fcbungen)"",""Entspannungs\u00fcbungen"",""eigene Weiterbildung zum Thema Tinnitus"",""Di\u00e4t"",""Selbsthilfegruppe"",""Sonstige Ma\u00dfnamen - bitte unten eintragen""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"77";"TextString";"tt05b";"null";NULL;"0";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"153";"77";"de";"Falls sonstige Maßnamen, bitte eintragen:";"[]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"77";"TextString";"tt05b";"null";NULL;"0";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"154";"77";"en";"Falls sonstige Maßnamen, bitte eintragen:";"[]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
